word_d,pos_d,words_m,poss_m,word_h,pos_h,order,rules_h,rules_am
скоропечатня,noun,скорый,adj,печатать,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
шерстомойня,noun,шерсть,noun,мыть,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
судомойня,noun,судно,noun,мыть,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
водогрейня,noun,вода,noun,греть,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
маслобойня,noun,масло,noun,бить,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
шерстобойня,noun,шерсть,noun,бить,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
словолитня,noun,слово,noun,лить,verb,1;0,rule267(verb + н(я)/отн(я)/овн(я) -> noun),
рыболовство,noun,рыба,noun,ловить,verb,1;0,rule264(verb + ств(о) -> noun),
казнокрадство,noun,казна,noun,красть,verb,1;0,rule264(verb + ств(о) -> noun),
рукоприкладство,noun,рука,noun,прикладывать,verb,1;0,rule264(verb + ств(о) -> noun),
словопроизводство,noun,слово,noun,производить,verb,1;0,rule264(verb + ств(о) -> noun),
судоходство,noun,судно,noun,ходить,verb,1;0,rule264(verb + ств(о) -> noun),
зубоскальство,noun,зуб,noun,скалить,verb,1;0,rule264(verb + ств(о) -> noun),
бракодельство,noun,брак,noun,делать,verb,1;0,rule264(verb + ств(о) -> noun),
вольнодумство,noun,вольный,adj,думать,verb,1;0,rule264(verb + ств(о) -> noun),
пустозвонство,noun,пустой,adj,звонить,verb,1;0,rule264(verb + ств(о) -> noun),
низкопоклонство,noun,низкий,adj,поклоняться,verb,1;0,rule264(verb + ств(о) -> noun),
единоборство,noun,единый,adj,бороться,verb,1;0,rule264(verb + ств(о) -> noun),
самохвальство,noun,сам,pron,хвалить,verb,1;0,rule264(verb + ств(о) -> noun),
растениеводство,noun,растение,noun,водить,verb,1;0,rule264(verb + ств(о) -> noun),
кролиководство,noun,кролик,noun,водить,verb,1;0,rule264(verb + ств(о) -> noun),
мыслекрадство,noun,мысль,noun,красть,verb,1;0,rule264(verb + ств(о) -> noun),
вспышкопускательство,noun,вспышка,noun,пускать,verb,1;0,rule264(verb + ств(о) -> noun),
детопитательство,noun,дети,noun,питать,verb,1;0,rule264(verb + ств(о) -> noun),
мореплавание,noun,море,noun,плавать,verb,1;0,rule256(verb + ниj(е) -> noun),
травосеяние,noun,трава,noun,сеять,verb,1;0,rule256(verb + ниj(е) -> noun),
землетрясение,noun,земля,noun,трясти,verb,1;0,rule256(verb + ниj(е) -> noun),
солнцестояние,noun,солнце,noun,стоять,verb,1;0,rule256(verb + ниj(е) -> noun),
самолётовождение,noun,самолёт,noun,водить,verb,1;0,rule256(verb + ниj(е) -> noun),
головокружение,noun,голова,noun,крутить,verb,1;0,rule256(verb + ниj(е) -> noun),
рукопожатие,noun,рука,noun,пожать,verb,1;0,rule256(verb + ниj(е) -> noun),
градобитие,noun,град,noun,бить,verb,1;0,rule256(verb + ниj(е) -> noun),
чаепитие,noun,чай,noun,пить,verb,1;0,rule256(verb + ниj(е) -> noun),
рукоделие,noun,рука,noun,делать,verb,1;0,rule256(verb + ниj(е) -> noun),
землемерие,noun,земля,noun,мерить,verb,1;0,rule256(verb + ниj(е) -> noun),
богомолье,noun,бог,noun,молить,verb,1;0,rule256(verb + ниj(е) -> noun),
чистописание,noun,чистый,noun,писать,verb,1;0,rule256(verb + ниj(е) -> noun),
тонкопрядение,noun,тонкий,noun,прясть,verb,1;0,rule256(verb + ниj(е) -> noun),
живорождение,noun,живой,noun,родить,verb,1;0,rule256(verb + ниj(е) -> noun),
ясновидение,noun,ясный,noun,видеть,verb,1;0,rule256(verb + ниj(е) -> noun),
иносказание,noun,иной,noun,сказать,verb,1;0,rule256(verb + ниj(е) -> noun),
всепрощение,noun,всё,pron,прощать,verb,1;0,rule256(verb + ниj(е) -> noun),
общежитие,noun,общий,noun,жить,verb,1;0,rule256(verb + ниj(е) -> noun),
новоселье,noun,новый,noun,селить,verb,1;0,rule256(verb + ниj(е) -> noun),
самолюбие,noun,сам,pron,любить,verb,1;0,rule256(verb + ниj(е) -> noun),
пятиборье,noun,пять,num,бороться,verb,1;0,rule256(verb + ниj(е) -> noun),
многоборье,noun,много,num,бороться,verb,1;0,rule256(verb + ниj(е) -> noun),
себялюбие,noun,себя,pron,любить,verb,1;0,rule256(verb + ниj(е) -> noun),
авиастроение,noun,авиа,glroot,строить,verb,1;0,rule256(verb + ниj(е) -> noun),
турбостроение,noun,турбо,glroot,строить,verb,1;0,rule256(verb + ниj(е) -> noun),
космоплавание,noun,космос,noun,плавать,verb,1;0,rule256(verb + ниj(е) -> noun),
космовидение,noun,космос,noun,видеть,verb,1;0,rule256(verb + ниj(е) -> noun),
стереовидение,noun,стерео,glroot,видеть,verb,1;0,rule256(verb + ниj(е) -> noun),
телевидение,noun,теле,glroot,видеть,verb,1;0,rule256(verb + ниj(е) -> noun),
дружелюбие,noun,друг,noun,любить,verb,1;0,rule256(verb + ниj(е) -> noun),
здравоохранение,noun,здравие,noun,охранять,verb,1;0,rule256(verb + ниj(е) -> noun),
кораблестроение,noun,корабль,noun,строить,verb,1;0,rule256(verb + ниj(е) -> noun),
приборостроение,noun,прибор,noun,строить,verb,1;0,rule256(verb + ниj(е) -> noun),
краеведение,noun,край,noun,вести,verb,1;0,rule256(verb + ниj(е) -> noun),
машиноведение,noun,машина,noun,вести,verb,1;0,rule256(verb + ниj(е) -> noun),
человеколюбие,noun,человек,noun,любить,verb,1;0,rule256(verb + ниj(е) -> noun),
правдолюбие,noun,правда,noun,любить,verb,1;0,rule256(verb + ниj(е) -> noun),
виноделие,noun,вино,noun,делать,verb,1;0,rule256(verb + ниj(е) -> noun),
ковроделие,noun,ковёр,noun,делать,verb,1;0,rule256(verb + ниj(е) -> noun),
двигателестроение,noun,двигатель,noun,строить,verb,1;0,rule256(verb + ниj(е) -> noun),
курсоуказание,noun,курс,noun,указать,verb,1;0,rule256(verb + ниj(е) -> noun),
пылеулавливание,noun,пыль,noun,улавливать,verb,1;0,rule256(verb + ниj(е) -> noun),
долгожитие,noun,долгий,adj,жить,verb,1;0,rule256(verb + ниj(е) -> noun),
малописание,noun,мало,num,писать,verb,1;0,rule256(verb + ниj(е) -> noun),
слуходелье,noun,слух,noun,делать,verb,1;0,rule256(verb + ниj(е) -> noun),
водомоина,noun,вода,noun,мыть,verb,1;0,rule248(verb + ин(а) -> noun),
водороина,noun,вода,noun,рыть,verb,1;0,rule248(verb + ин(а) -> noun),
кротороина,noun,крот,noun,рыть,verb,1;0,rule248(verb + ин(а) -> noun),
червобоина,noun,червь,noun,бить,verb,1;0,rule248(verb + ин(а) -> noun),
морозобоина,noun,мороз,noun,бить,verb,1;0,rule248(verb + ин(а) -> noun),
червоточина,noun,червь,noun,точить,verb,1;0,rule248(verb + ин(а) -> noun),
зуботычина,noun,зуб,noun,тыкать,verb,1;0,rule248(verb + ин(а) -> noun),
кровопийца,noun,кровь,noun,пить,verb,1;0,rule254(verb + йц(а) -> noun),
водопийца,noun,вода,noun,пить,verb,1;0,rule254(verb + йц(а) -> noun),
чаепийца,noun,чай,noun,пить,verb,1;0,rule254(verb + йц(а) -> noun),
водоросль,noun,вода,noun,расти,verb,1;0,rule254(verb + ль/оль -> noun),
пусторосль,noun,пустой,adj,расти,verb,1;0,rule254(verb + ль/оль -> noun),
виночерпий,noun,вино,noun,черпать,verb,1;0,-ий,
старшеклассник,noun,старший,adj,класс,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
дальневосточник,noun,дальний,adj,восток,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
воднолыжник,noun,водный,adj,лыжи,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
чернорубашечник,noun,чёрный,adj,рубашка,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
перворазрядник,noun,первый,adj,разряд,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
второгодник,noun,второй,adj,год,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
белобрючник,noun,белый,adj,брюки,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
единомышленник,noun,единый,adj,мысль,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
однокашник,noun,один,num,каша,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
одноклубник,noun,один,num,клуб,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
шестиклассник,noun,шесть,num,класс,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
сорокатысячник,noun,сорок,num,тысяча,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
многостаночник,noun,много,num,станок,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
столетник,noun,сто,num,год,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
семигранник,noun,семь,num,грань,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
первоэтажник,noun,первый,adj,этаж,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
человеконенавистник,noun,человек,noun,ненависть,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
судоремонтник,noun,судно,noun,ремонт,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
щитомордник,noun,щит,noun,морда,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
ремнецветник,noun,ремень,noun,цвет,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
вышкомонтажник,noun,вышка,noun,монтаж,noun,1;0,rule329(noun + ник/атник/арник/овник -> noun),
краснодеревщик,noun,красный,adj,дерево,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
белодеревщик,noun,белый,adj,дерево,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
фальшивомонетчик,noun,фальшивый,adj,монета,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
горнозаводчик,noun,горный,adj,завод,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
сахарозаводчик,noun,сахар,noun,завод,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
старорежимщик,noun,старый,adj,режим,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
инопланетчик,noun,иной,adj,планета,noun,1;0,rule331(noun + щик/чик/овщик -> noun),
косоворотка,noun,косой,adj,ворот,noun,1;0,rule410(noun + к(а) -> noun),
босоножка,noun,босой,adj,нога,noun,1;0,rule410(noun + к(а) -> noun),
коротконожка,noun,короткий,adj,нога,noun,1;0,rule410(noun + к(а) -> noun),
хромоножка,noun,хромой,adj,нога,noun,1;0,rule410(noun + к(а) -> noun),
белоручка,noun,белый,adj,рука,noun,1;0,rule410(noun + к(а) -> noun),
черногрудка,noun,чёрный,adj,грудь,noun,1;0,rule410(noun + к(а) -> noun),
долгоножка,noun,долгий,adj,нога,noun,1;0,rule410(noun + к(а) -> noun),
синехвостка,noun,синий,adj,хвост,noun,1;0,rule410(noun + к(а) -> noun),
кривошейка,noun,кривой,adj,шея,noun,1;0,rule410(noun + к(а) -> noun),
широконоска,noun,широкий,adj,нос,noun,1;0,rule410(noun + к(а) -> noun),
краснопёрка,noun,красный,adj,перо,noun,1;0,rule410(noun + к(а) -> noun),
плоскотелка,noun,плоский,adj,тело,noun,1;0,rule410(noun + к(а) -> noun),
толстобрюшка,noun,толстый,adj,брюхо,noun,1;0,rule410(noun + к(а) -> noun),
одноглазка,noun,один,num,глаз,noun,1;0,rule410(noun + к(а) -> noun),
сороконожка,noun,сорок,num,нога,noun,1;0,rule410(noun + к(а) -> noun),
полукровка,noun,половина,noun,кровь,noun,1;0,rule410(noun + к(а) -> noun),
корненожка,noun,корень,noun,нога,noun,1;0,rule410(noun + к(а) -> noun),
шилоклювка,noun,шило,noun,клюв,noun,1;0,rule410(noun + к(а) -> noun),
вуалехвостка,noun,вуаль,noun,хвост,noun,1;0,rule410(noun + к(а) -> noun),
павлиноглазка,noun,павлин,noun,глаз,noun,1;0,rule410(noun + к(а) -> noun),
трясогузка,noun,трясти,verb,гуз,noun,1;0,rule410(noun + к(а) -> noun),
пучеглазка,noun,пучить,verb,глаз,noun,1;0,rule410(noun + к(а) -> noun),
вертихвостка,noun,вертеть,verb,хвост,noun,1;0,rule410(noun + к(а) -> noun),
горихвостка,noun,гореть,verb,хвост,noun,1;0,rule410(noun + к(а) -> noun),
пустословие,noun,пустой,adj,слово,noun,1;0,rule504*(noun + j(е) -> noun),
белокровие,noun,белый,adj,кровь,noun,1;0,rule504*(noun + j(е) -> noun),
полнолуние,noun,полный,adj,луна,noun,1;0,rule504*(noun + j(е) -> noun),
разноречие,noun,разный,adj,речь,noun,1;0,rule504*(noun + j(е) -> noun),
редколесье,noun,редкий,adj,лес,noun,1;0,rule504*(noun + j(е) -> noun),
самовластие,noun,сам,pron,власть,noun,1;0,rule504*(noun + j(е) -> noun),
перволедье,noun,первый,adj,лёд,noun,1;0,rule504*(noun + j(е) -> noun),
равновесие,noun,равный,adj,вес,noun,1;0,rule504*(noun + j(е) -> noun),
простонародье,noun,простой,adj,народ,noun,1;0,rule504*(noun + j(е) -> noun),
мелкотемье,noun,мелкий,adj,тема,noun,1;0,rule504*(noun + j(е) -> noun),
бурноводье,noun,бурный,adj,вода,noun,1;0,rule504*(noun + j(е) -> noun),
двоевластие,noun,двое,num,власть,noun,1;0,rule504*(noun + j(е) -> noun),
двуязычие,noun,два,num,язык,noun,1;0,rule504*(noun + j(е) -> noun),
одночасье,noun,один,num,час,noun,1;0,rule504*(noun + j(е) -> noun),
многословие,noun,много,num,слово,noun,1;0,rule504*(noun + j(е) -> noun),
маловодье,noun,мало,num,вода,noun,1;0,rule504*(noun + j(е) -> noun),
полугодие,noun,половина,noun,год,noun,1;0,rule504*(noun + j(е) -> noun),
первозимье,noun,первый,adj,зима,noun,1;0,rule504*(noun + j(е) -> noun),
перволетье,noun,первый,adj,лето,noun,1;0,rule504*(noun + j(е) -> noun),
пятилетие,noun,пять,num,год,noun,1;0,rule504*(noun + j(е) -> noun),
многоточие,noun,много,num,точка,noun,1;0,rule504*(noun + j(е) -> noun),
четверостишие,noun,четверо,num,стих,noun,1;0,rule504*(noun + j(е) -> noun),
полукафтанье,noun,половина,noun,кафтан,noun,1;0,rule504*(noun + j(е) -> noun),
полудурье,noun,половина,noun,дурь,noun,1;0,rule504*(noun + j(е) -> noun),
народовластие,noun,народ,noun,власть,noun,1;0,rule504*(noun + j(е) -> noun),
свободомыслие,noun,свобода,noun,мысль,noun,1;0,rule504*(noun + j(е) -> noun),
травополье,noun,трава,noun,поле,noun,1;0,rule504*(noun + j(е) -> noun),
злакотравье,noun,злак,noun,трава,noun,1;0,rule504*(noun + j(е) -> noun),
ревоголосье,noun,рёв,noun,голос,noun,1;0,rule504*(noun + j(е) -> noun),
Средиземноморье,noun,Средиземное,prop,море,noun,1;0,rule504*(noun + j(е) -> noun),
Верхневолжье,noun,верхний,adj,Волга,prop,1;0,rule504*(noun + j(е) -> noun),
Дивногорье,noun,дивный,adj,гора,noun,1;0,rule504*(noun + j(е) -> noun),
Семиречье,noun,семь,num,река,noun,1;0,rule504*(noun + j(е) -> noun),
Москворечье,noun,Москва,prop,река,noun,1;0,rule504*(noun + j(е) -> noun),
Криворожье,noun,Кривой,prop,Рог,prop,1;0,rule504*(noun + j(е) -> noun),
Волгокамье,noun,Волга,prop,Кама,prop,1;0,rule504*(noun + j(е) -> noun),
Холмогорье,noun,холм,noun,гора,noun,1;0,rule504*(noun + j(е) -> noun),
первогодок,noun,первый,adj,год,noun,1;0,rule398(noun + ок/ик -> noun),
одногодок,noun,один,num,год,noun,1;0,rule398(noun + ок/ик -> noun),
полугодок,noun,половина,noun,год,noun,1;0,rule398(noun + ок/ик -> noun),
полукровок,noun,половина,noun,кровь,noun,1;0,rule398(noun + ок/ик -> noun),
малолеток,noun,мало,num,год,noun,1;0,rule398(noun + ок/ик -> noun),
однолеток,noun,один,num,год,noun,1;0,rule398(noun + ок/ик -> noun),
трёхлеток,noun,три,num,год,noun,1;0,rule398(noun + ок/ик -> noun),
одномерок,noun,один,num,мера,noun,1;0,rule398(noun + ок/ик -> noun),
маломерок,noun,мало,num,мера,noun,1;0,rule398(noun + ок/ик -> noun),
четырёхстенок,noun,четыре,num,стена,noun,1;0,rule398(noun + ок/ик -> noun),
пятистенок,noun,пять,num,стена,noun,1;0,rule398(noun + ок/ик -> noun),
перволёдок,noun,первый,adj,лёд,noun,1;0,rule398(noun + ок/ик -> noun),
первопуток,noun,первый,adj,путь,noun,1;0,rule398(noun + ок/ик -> noun),
полушубок,noun,половина,noun,шуба,noun,1;0,rule398(noun + ок/ик -> noun),
полушалок,noun,половина,noun,шаль,noun,1;0,rule398(noun + ок/ик -> noun),
сквернословец,noun,скверный,adj,слово,noun,1;0,rule332(noun + ец/инец -> noun),
старообрядец,noun,старый,adj,обряд,noun,1;0,rule332(noun + ец/инец -> noun),
иноверец,noun,иной,adj,вера,noun,1;0,rule332(noun + ец/инец -> noun),
краснодеревец,noun,красный,adj,дерево,noun,1;0,rule332(noun + ец/инец -> noun),
однофамилец,noun,один,num,фамилия,noun,1;0,rule332(noun + ец/инец -> noun),
двоежёнец,noun,двое,num,жена,noun,1;0,rule332(noun + ец/инец -> noun),
многожёнец,noun,много,num,жена,noun,1;0,rule332(noun + ец/инец -> noun),
народоволец,noun,народ,noun,воля,noun,1;0,rule332(noun + ец/инец -> noun),
царедворец,noun,царь,noun,двор,noun,1;0,rule332(noun + ец/инец -> noun),
односельчанин,noun,один,num,село,noun,1;0,rule337(noun + ан-ин/чан-ин -> noun),
инопланетянин,noun,иной,adj,планета,noun,1;0,rule337(noun + ан-ин/чан-ин -> noun),
однополчанин,noun,один,num,полк,noun,1;0,rule337(noun + ан-ин/чан-ин -> noun),
вышневолочанин,noun,Вышний,prop,Волочек,prop,1;0,rule337(noun + ан-ин/чан-ин -> noun),
великолучанин,noun,Великие,prop,Луки,prop,1;0,rule337(noun + ан-ин/чан-ин -> noun),
плоскогубцы,noun,плоский,adj,губа,noun,1;0,-ц(ы),
острогубцы,noun,острый,adj,губа,noun,1;0,-ц(ы),
круглогубцы,noun,круглый,adj,губа,noun,1;0,-ц(ы),
плоскозубцы,noun,плоский,adj,зуб,noun,1;0,-ц(ы),
острозубцы,noun,острый,adj,зуб,noun,1;0,-ц(ы),
Черногория,noun,чёрный,adj,гора,noun,1;0,rule578*(noun + иj(а) -> noun),
Черномория,noun,чёрный,adj,море,noun,1;0,rule578*(noun + иj(а) -> noun),
Синегория,noun,синий,adj,гора,noun,1;0,rule578*(noun + иj(а) -> noun),
гололёдица,noun,голый,adj,лёд,noun,1;0,-иц(а),
разновидность,noun,разный,adj,вид,noun,1;0,-ность,
простолюдин,noun,простой,adj,люди,noun,1;0,-ин,
атомоход,noun,атом,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
бахчевод,noun,бахча,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
бензовоз,noun,бензин,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
болотоход,noun,болото,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
брадобрей,noun,брада,noun,брить,verb,1;0,rule446(verb + 0m2 -> noun),
буревал,noun,буря,noun,валить,verb,1;0,rule446(verb + 0m2 -> noun),
бурелом,noun,буря,noun,ломать,verb,1;0,rule446(verb + 0m2 -> noun),
ветровал,noun,ветер,noun,валить,verb,1;0,rule446(verb + 0m2 -> noun),
ветродув,noun,ветер,noun,дуть,verb,1;0,rule446(verb + 0m2 -> noun),
ветродуй,noun,ветер,noun,дуть,verb,1;0,rule446(verb + 0m2 -> noun),
ветромер,noun,ветер,noun,мерить,verb,1;0,rule446(verb + 0m2 -> noun),
ветроход,noun,ветер,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
водовод,noun,вода,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
водоворот,noun,вода,noun,воротить,verb,1;0,rule446(verb + 0m2 -> noun),
водовыпуск,noun,вода,noun,выпускать,verb,1;0,rule446(verb + 0m2 -> noun),
водозабор,noun,вода,noun,забирать,verb,1;0,rule446(verb + 0m2 -> noun),
водоклюй,noun,вода,noun,клевать,verb,1;0,rule446(verb + 0m2 -> noun),
водолив,noun,вода,noun,лить,verb,1;0,rule446(verb + 0m2 -> noun),
водопад,noun,вода,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
водопой,noun,вода,noun,пить,verb,1;0,rule446(verb + 0m2 -> noun),
водопровод,noun,вода,noun,проводить,verb,1;0,rule446(verb + 0m2 -> noun),
водосбор,noun,вода,noun,собирать,verb,1;0,rule446(verb + 0m2 -> noun),
водосброс,noun,вода,noun,сбросить,verb,1;0,rule446(verb + 0m2 -> noun),
водосток,noun,вода,noun,стечь,verb,1;0,rule446(verb + 0m2 -> noun),
воздуховод,noun,воздух,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
воздуходув,noun,воздух,noun,дуть,verb,1;0,rule446(verb + 0m2 -> noun),
волновод,noun,волна,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
высотомер,noun,высота,noun,мерить,verb,1;0,rule446(verb + 0m2 -> noun),
газопровод,noun,газ,noun,проводить,verb,1;0,rule446(verb + 0m2 -> noun),
газотурбоход,noun,газ;труба,noun;noun,ходить,verb,1;2;0,rule446(verb + 0m2 -> noun),
глазомер,noun,глаз,noun,мерить,verb,1;0,rule446(verb + 0m2 -> noun),
глиномял,noun,глино,noun,мять,verb,1;0,rule446(verb + 0m2 -> noun),
горючевоз,noun,горючее,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
громоотвод,noun,гром,noun,отводить,verb,1;0,rule446(verb + 0m2 -> noun),
грунторез,noun,грунт,noun,резать,verb,1;0,rule446(verb + 0m2 -> noun),
групповод,noun,группа,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
дерносним,noun,дёрн,noun,снимать,verb,1;0,rule446(verb + 0m2 -> noun),
дождепад,noun,дождь,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
домосед,noun,дом,noun,сидеть,verb,1;0,rule446(verb + 0m2 -> noun),
дымоход,noun,дым,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
животновод,noun,животное,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
звездолёт,noun,звезда,noun,лететь,verb,1;0,rule446(verb + 0m2 -> noun),
звездопад,noun,звезда,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
звездочёт,noun,звезда,noun,честь,verb,1;0,rule446(verb + 0m2 -> noun),
зверолов,noun,зверь,noun,ловить,verb,1;0,rule446(verb + 0m2 -> noun),
злодей,noun,зло,noun,деять,verb,1;0,rule446(verb + 0m2 -> noun),
икромёт,noun,игра,noun,метать,verb,1;0,rule446(verb + 0m2 -> noun),
искусствовед,noun,искусство,noun,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
камнепад,noun,камень,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
киновед,noun,кино,noun,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
китобой,noun,кит,noun,бить,verb,1;0,rule446(verb + 0m2 -> noun),
книгокрад,noun,книга,noun,красть,verb,1;0,rule446(verb + 0m2 -> noun),
книголюб,noun,книга,noun,любить,verb,1;0,rule446(verb + 0m2 -> noun),
коновод,noun,конь,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
контейнеровоз,noun,контейнер,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
короед,noun,кора,noun,есть,verb,1;0,rule446(verb + 0m2 -> noun),
космолёт,noun,космос,noun,лететь,verb,1;0,rule446(verb + 0m2 -> noun),
краевед,noun,край,noun,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
круговорот,noun,круг,noun,воротить,verb,1;0,rule446(verb + 0m2 -> noun),
кубогрей,noun,куб,noun,греть,verb,1;0,rule446(verb + 0m2 -> noun),
кукловод,noun,кукла,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
ледорез,noun,лёд,noun,резать,verb,1;0,rule446(verb + 0m2 -> noun),
ледостав,noun,лёд,noun,стать,verb,1;0,rule446(verb + 0m2 -> noun),
ледоструг,noun,лёд,noun,стругать,verb,1;0,rule446(verb + 0m2 -> noun),
ледоход,noun,лёд,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
лермонтовед,noun,Лермонтов,prop,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
лесовал,noun,лес,noun,валить,verb,1;0,rule446(verb + 0m2 -> noun),
лесовод,noun,лес,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
лесовоз,noun,лес,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
листолёт,noun,лист,noun,лететь,verb,1;0,rule446(verb + 0m2 -> noun),
листопад,noun,лист,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
лиходей,noun,лихо,noun,деять,verb,1;0,rule446(verb + 0m2 -> noun),
луговод,noun,луг,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
лунокоп,noun,луна,noun,копать,verb,1;0,rule446(verb + 0m2 -> noun),
луноход,noun,луна,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
людоед,noun,люди,noun,есть,verb,1;0,rule446(verb + 0m2 -> noun),
маслодел,noun,масло,noun,делать,verb,1;0,rule446(verb + 0m2 -> noun),
мордобой,noun,морда,noun,бить,verb,1;0,rule446(verb + 0m2 -> noun),
мотовоз,noun,мото,glroot,возить,verb,1;0,rule446(verb + 0m2 -> noun),
мусоропровод,noun,мусор,noun,проводить,verb,1;0,rule446(verb + 0m2 -> noun),
мясоед,noun,мясо,noun,есть,verb,1;0,rule446(verb + 0m2 -> noun),
новотёл,noun,новый,noun,телиться,verb,1;0,rule446(verb + 0m2 -> noun),
панелевоз,noun,панель,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
паровоз,noun,пар,noun,возить,verb,1;0,rule446(verb + 0m2 -> noun),
пароход,noun,пар,noun,ходить,verb,1;0,rule446(verb + 0m2 -> noun),
пеплопад,noun,пепел,noun,падать,verb,1;0,rule446(verb + 0m2 -> noun),
пескожил,noun,песок,noun,жить,verb,1;0,rule446(verb + 0m2 -> noun),
пескорой,noun,песок,noun,рыть,verb,1;0,rule446(verb + 0m2 -> noun),
пищевод,noun,пища,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
плодожил,noun,плод,noun,жить,verb,1;0,rule446(verb + 0m2 -> noun),
плодосъём,noun,плод,noun,снимать,verb,1;0,rule446(verb + 0m2 -> noun),
плотовод,noun,плот,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
плотогон,noun,плот,noun,гнать,verb,1;0,rule446(verb + 0m2 -> noun),
посудомой,noun,посудомой,noun,мыть,verb,1;0,rule446(verb + 0m2 -> noun),
природовед,noun,природа,noun,ведать,verb,1;0,rule446(verb + 0m2 -> noun),
прутомят,noun,прут,noun,мять,verb,1;0,rule446(verb + 0m2 -> noun),
путепровод,noun,путь,noun,проводить,verb,1;0,rule446(verb + 0m2 -> noun),
пчеловод,noun,пчела,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
пылеотсос,noun,пыль,noun,отсосать,verb,1;0,rule446(verb + 0m2 -> noun),
рекостав,noun,река,noun,стать,verb,1;0,rule446(verb + 0m2 -> noun),
рукосуй,noun,рука,noun,совать,verb,1;0,rule446(verb + 0m2 -> noun),
рыбовод,noun,рыба,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
садовод,noun,сад,noun,водить,verb,1;0,rule446(verb + 0m2 -> noun),
самовяз,noun,сам,pron,вязать,verb,1;0,rule446(verb + 0m2 -> noun),
